RecordID,Name,NameAlphabetized,OperationalStatus,OrganizationType,Description,URL,AlternateOrFormerNames,Acronym,AlternateOrFormerAcronyms,BudgetCode,OpenDatasetsURL,FoundingYear,PrincipalOfficerName,PrincipalOfficerTitle,PrincipalOfficerContactURL,Notes,InstanceOf,Name - NYC.gov Agency List,Name - NYC.gov Mayor's Office,Name - NYC Open Data Portal,Name - ODA,Name - CPO,Name - WeGov,Name - Greenbook,Name - Checkbook,Name - HOO,Name - Ops,NYC.gov Agency Directory,Jan 2025 Org Chart,PrincipalOfficerFullName,PrincipalOfficerGivenName,PrincipalOfficerMiddleNameOrInitial,PrincipalOfficerFamilyName,PrincipalOfficerSuffix,InOrgChart,ReportsTo,ReportingNotes
NYC_GOID_000272,Mayor's Office of Minority and Women-Owned Business Enterprises,"Minority and Women-Owned Business Enterprises, Mayor's Office of",Active,Mayoral Office,"Mayor's Office of M/WBEs is focused on fostering the success of minority- and women-owned businesses and coordinating the work of other City offices, including the Mayor's Office of Contract Services and the Department of Small Business Services, that administer the City's M/WBE programs. Through this office, the City is increasing agency accountability and ensuring access for businesses that want to contract with the City. The office also serves as a one-stop-shop for M/WBEs to connect with various City agencies.",https://www.nyc.gov/assets/mwbe/,,MWBE,Office of M/WBE,002,,,Michael Garner,Citywide Chief Business Diversity Officer,https://www.nyc.gov/assets/mwbe/?page=contact-us,,,Mayor's Office of Minority and Women-Owned Business Enterprises (MWBE),Mayor's Office of Minority and Women-Owned Business Enterprises (MWBE),,Mayor's Office of Minority and Women Owned Businesses (MWBE),Mayor's Office of Minority & Women Owned Business Enterprises,Office of Minority and Women-Owned Business Enterprises,,,Mayor's Office of Minority and Women-Owned Business Enterprises (MWBE),Mayor's Office of Minority and Women-Owned Business Enterprises,True,True,Michael Garner,Michael,,Garner,,TRUE,First Deputy Mayor,
NYC_GOID_000274,Mayor's Office of Operations,"Operations, Mayor's Office of",Active,Mayoral Office,"The Mayor's Office of Operations oversees the daily operations of City agencies, provides them with technical assistance and consulting services, and coordinates the streamlining and restructuring of City government.",https://www.nyc.gov/site/operations/index.page,,OPS,,002,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Mayor%27s+Office+of+Operations+%28OPS%29,1977.0,Daniel Steinberg,Director,https://www.nyc.gov/site/operations/about/email-the-director.page,,,"Operations, Mayor's Office of (OPS)","Operations, Mayor's Office of (OPS)",Mayor's Office of Operations (OPS),Mayor's Office of Operations (OPS),Mayor's Office of Operations,Mayor's Office of Operations,,,"Operations, Mayor's Office of (OPS)",Mayor's Office of Operations,True,True,Daniel Steinberg,Daniel,,Steinberg,,TRUE,Deputy Mayor for Administration and Chief of Staff,
NYC_GOID_000275,Mayor's Office of Pensions and Investments,"Pensions and Investments, Mayor's Office of",Active,Mayoral Office,,,,,,002,,,Bryan Berge,Chief Pension Administrator,,,,,,,Mayor's Office of Pensions & Investments,,Office of Pensions and Investments,,,,Mayor's Office of Pensions and Investments,False,True,Bryan Berge,Bryan,,Berge,,TRUE,Department of Finance,
NYC_GOID_000276,Mayor's Office of Policy and Planning,"Policy and Planning, Mayor's Office of",Active,Mayoral Office,,,Mayor's Office of Policy and Planning and Delivery,,,002,,,Sherif Soliman,"Director, Policy and Planning",,"In the January 2025 Org Chart this office is called the ""Office of Policy, Planning, and Delivery"".",,,"Office of the Director, Policy and Planning",,Mayor's Office of Policy and Planning,Mayor's Office of Policy and Planning,Office of Policy and Planning,,,"Mayor's Office - Director, Policy and Planning",Mayor's Office of Policy and Planning,True,True,,,,,,TRUE,,
NYC_GOID_000277,Mayor's Office of Special Enforcement,"Special Enforcement, Mayor's Office of",Active,Mayoral Office,"The Mayor's Office of Special Enforcement (OSE) is an innovative, solutions-oriented task force that ensures NYC communities are safe from harmful illegal and unregulated industries that one agency and one set of enforcement tools alone can't address. Our multi-agency enforcement team devises strategic solutions'ranging from public education to enforcement action'to complex problems.",https://www.nyc.gov/site/specialenforcement/index.page,,OSE,AJC,002,,2006.0,Christian J. Klossner,Executive Director,https://www.nyc.gov/site/specialenforcement/about/contact-us.page,,,"Special Enforcement, Mayor's Office of (OSE)","Special Enforcement, Mayor's Office of (OSE)",,Office of Special Enforcement (OSE),Mayor's Office of Special Enforcement,Office of Special Enforcement,,,"Special Enforcement, Mayor's Office of (OSE)",Mayor's Office of Special Enforcement,True,False,Christian J. Klossner,Christian,J.,Klossner,,,,
NYC_GOID_000278,Mayor's Office of Special Projects and Community Events,"Special Projects and Community Events, Mayor's Office of",Active,Mayoral Office,,https://www.nyc.gov/site/mospce/index.page,,MOSPCE,,002,,1976.0,Trey Moynihan,Director,https://www.nyc.gov/site/mospce/about/contact-us.page,,,Mayor's Office of Special Projects & Community Events (MOSPCE),Mayor's Office of Special Projects & Community Events (MOSPCE),,Mayor's Office of Special Projects and Community Events (MOSPCE),Mayor's Office of Special Projects and Community Events,Office of Special Projects and Community Events,,,Mayor's Office of Special Projects & Community Events (MOSPCE),Mayor's Office of Special Projects and Community Events,True,True,Trey Moynihan,Trey,,Moynihan,,TRUE,Deputy Mayor for Administration and Chief of Staff,
NYC_GOID_000279,Mayor's Office of Sports and Recreation,"Sports, Wellness, and Recreation, Mayor's Office of",Active,Mayoral Office,"The NYC Mayor's Office of Sports, Wellness & Recreation (MOSWR) manages and oversees The Mayor's Cup brand and events, and identifies innovative, practical, and quality programs that positively impact youth and communities.",https://www.nyc.gov/content/sports/pages/about-office-of-sports-wellness-and-recreation,,MOSWR,,002,,2021.0,Jasmine Ray,Director,https://www.nyc.gov/content/sports/pages/meet-the-director,,,"Sports, Wellness and Recreation, Mayor's Office of (MOSWR)","Sports, Wellness and Recreation, Mayor's Office of (MOSWR)",,"Mayor's Office of Sports, Wellness, and Recreation (MOSWR)","Mayor's Office of Sports, Wellness, and Recreation","Office of Sports, Wellness and Recreation",,,"Sports, Wellness and Recreation, Mayor's Office of (MOSWR)",Mayor's Office of Sports and Recreation,True,True,Jasmine Ray,Jasmine,,Ray,,TRUE,Deputy Mayor for Administration and Chief of Staff,
NYC_GOID_000280,Mayor's Office of Strategic Partnerships,"Strategic Partnerships, Mayor's Office of",Active,Mayoral Office,The Mayor's Office of Strategic Partnerships (OSP) serves as the central entry point for strategic partnerships across City government and aligns common goals of the private and public sector to enhance New York City's ability to serve its residents.,https://www.nyc.gov/site/partnerships/index.page,,OSP,,002,,2014.0,Darren Bloch,Executive Director,https://www.nyc.gov/site/partnerships/contact/contact-strategic-partnerships.page,,,Mayor's Office of Strategic Partnerships (OSP),Mayor's Office of Strategic Partnerships (OSP),,,Mayor's Office of Strategic Partnerships,Office of Strategic Partnerships,,,Mayor's Office of Strategic Partnerships (OSP),Mayor's Office of Strategic Partnerships,True,False,,,,,,,,
NYC_GOID_000281,Mayor's Office of Talent and Workforce Development,"Talent and Workforce Development, Mayor's Office of",Active,Mayoral Office,,https://www.nyc.gov/site/wkdev/index.page,,NYC Talent,,002,,2023.0,Abby Jo Sigal,Acting Executive Director,https://www.nyc.gov/site/wkdev/about/contact.page,,,,,,,,,,,"Talent and Workforce Development, Mayor's Office of",Mayor's Office of Talent and Workforce Development,True,True,Doug Lipari,Doug,Jo,Lipari,,TRUE,Deputy Mayor of Housing Economic and Workforce Development,
NYC_GOID_000283,Mayor's Office of Youth Employment,"Youth Employment, Mayor's Office of",Active,Mayoral Office,,https://www.nyc.gov/site/youthemployment/index.page,,MOYE,,002,,1994.0,,,,,,,,,Mayor's Office of Youth Employment (MOYE),Mayor's Office of Youth Employment,Office of Youth Employment,,,,Mayor's Office of Youth Employment,True,False,,,,,,,,
NYC_GOID_000284,Mayor's Office for People with Disabilities,"People with Disabilities, Mayor's Office for",Active,Mayoral Office,MOPD works hand-in-hand with other City agencies to assure that the voice of the disabled community is represented and that City programs and policies address the needs of people with disabilities.,https://www.nyc.gov/site/mopd/index.page,,MOPD,,002,,1973.0,Christina Curry,Commissioner,https://www.nyc.gov/site/mopd/about/email-the-commissioner.page,,,Mayor's Office for People with Disabilities (MOPD),Mayor's Office for People with Disabilities (MOPD),,Mayor's Office for People with Disabilities (MOPD),Mayor's Office for People with Disabilities,Office for People with Disabilities,,,Mayor's Office for People with Disabilities (MOPD),Mayor's Office for People with Disabilities,True,True,Christina Curry,Christina,,Curry,,TRUE,Deputy Mayor for Health and Human Services,
NYC_GOID_000286,Mayor's Office to Protect Tenants,"Protect Tenants, Mayor's Office to",Active,Mayoral Office,,https://www.nyc.gov/content/tenantprotection/pages/,,MOPT,,002,,,Marjorie Velázquez,Director,,,,,,,Mayor's Office to Protect Tenants (MOPT),Mayor's Office to Protect Tenants,Office to Protect Tenants,,,,Mayor's Office to Protect Tenants,False,True,Marjorie Velázquez,Marjorie,,Velázquez,,TRUE,Deputy Mayor of Housing Economic and Workforce Development,
NYC_GOID_000287,Mayor's Office of Risk Management and Compliance,"Risk Management and Compliance, Mayor's Office of",Active,Mayoral Office,,,,RMC,,002,,2022.0,Jean-Claude LeBec,Director,,,,,,,Mayor's Office of Risk Management and Compliance (RMC),Mayor's Office of Risk Management and Compliance,Office of Risk Management and Compliance,,,,Mayor's Office Risk Management & Compliance,True,True,Jean-Claude LeBec,Jean-Claude,,LeBec,,TRUE,Chief Counsel to the Mayor and City Hall,
NYC_GOID_000288,Mayor's Office - Senior Advisor and Director of Public Service Engagement,Mayor's Office - Senior Advisor and Director of Public Service Engagement,Active,Mayoral Office,,,,,,002,,,Andrea Shapiro Davis,,,,,,,,,,,,,Mayor's Office - Senior Advisor and Director of Public Service Engagement,,True,False,Andrea Shapiro Davis,Andrea,Shapiro,Davis,,,,
NYC_GOID_000290,Mayor's Office - Senior Advisor to the Mayor,Mayor's Office - Senior Advisor to the Mayor,Active,Mayoral Office,,,,,,002,,,Stefan Ringel,,,,,,,,,,,,,Mayor's Office - Senior Advisor to the Mayor,,True,False,Stefan Ringel,Stefan,,Ringel,,,,
NYC_GOID_000291,Mayor's Office of Speechwriting,"Speechwriting, Mayor's Office of",Active,Mayoral Office,,,,,,002,,,Marjorie Sweeney,Chief Speechwriter,,,,,,,,,,,,,Mayor's Office -- Speechwriting,False,True,Marjorie Sweeney,Marjorie,,Sweeney,,TRUE,Director of Communications,
NYC_GOID_000292,Mayor's Press Office,"Press Office, Mayor's",Active,Mayoral Office,,,,,,002,,,Kayla Mamelak Altus,Press Secretary,,,,,,,,,,,,,Mayor's Press Office,False,True,Kayla Mamelak Altus,Kayla,Mamelak,Altus,,TRUE,Deputy Mayor for Communications,
NYC_GOID_000293,Mayor's Public Engagement Unit,"Public Engagement Unit, Mayor's",Active,Division,"The Mayor's Public Engagement Unit (PEU) proactively connects New Yorkers to key City services, like housing and healthcare.",https://www.nyc.gov/site/mayorspeu/index.page,,PEU,,,,2015.0,Adrienne Lever,Director,https://www.nyc.gov/site/mayorspeu/about-peu/contact.page,,,Mayor's Public Engagement Unit (PEU),Mayor's Public Engagement Unit (PEU),,Public Engagement Unit (PEU),Mayor's Public Engagement Unit,Public Engagement Unit,,,Mayor's Public Engagement Unit (PEU),Mayor's Public Engagement Unit,True,True,Adrienne Lever,Adrienne,,Lever,,TRUE,Mayor's Office of Engagement,
NYC_GOID_000296,Metropolitan Transportation Authority Capital Review Board,Metropolitan Transportation Authority Capital Review Board,Active,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Metropolitan Transportation Authority Capital Review Board,False,False,,,,,,,,
NYC_GOID_000297,Metropolitan Transportation Sustainability Advisory Workgroup,Metropolitan Transportation Sustainability Advisory Workgroup,Dissolved,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Metropolitan Transportation Sustainability Advisory Workgroup,False,False,,,,,,,,
NYC_GOID_000298,Mayor's Office of the Utility Consumer Advocate,"Utility Consumer Advocate, Mayor's Office of the",Active,Mayoral Office,,https://climate.cityofnewyork.us/utility-consumer-advocate/,,,,002,,,,,https://climate.cityofnewyork.us/ask-utility-consumer-advocate/,,,,,,,,,,,,MO of Utility Advocate,True,False,,,,,,,,
NYC_GOID_000299,Moynihan Station Development Corporation,Moynihan Station Development Corporation,Dissolved,Public Benefit or Development Organization,,https://esd.ny.gov/moynihan-station-development-corporation-subsidiary,,,,,,,,,,,,,,,,,,,,,Moynihan Station Development Corporation,False,False,,,,,,,,
NYC_GOID_000303,Municipal Division of Transitional Services,"Division of Transitional Services, Municipal",Active,Mayoral Office,,,,,,002,,2016.0,,,,,,,,,,,,,,,,False,False,,,,,,,,
NYC_GOID_000306,Mayor's Office of Municipal Services Assessment,"Municipal Services Assessment, Mayor's Office of",Active,Mayoral Office,,,,,,002,,2023.0,,,,,,,,,,Mayor's Office of Municipal Services Assessment,,,,,Municipal Services Assessment unit,False,True,,,,,,TRUE,Deputy Mayor for Public Safety,
NYC_GOID_000307,Municipal Voting Advisory Group,Municipal Voting Advisory Group,Dissolved,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Municipal Voting Advisory Group,False,False,,,,,,,,
NYC_GOID_000308,New York City Municipal Water Finance Authority,"Municipal Water Finance Authority, New York City",Active,Public Benefit or Development Organization,"The New York City Municipal Water Finance Authority provides funding through the issuance of bonds, bond anticipation notes, and other obligations to finance capital projects related to supplying and purifying the City's high-quality drinking water and maintain safe wastewater collection and treatment.",https://www.nyc.gov/site/nyw/index.page,,NYW,,,,1984.0,David Womack,Chief Executive Officer,https://www.nyc.gov/site/nyw/about/contact.page,,,"Water Finance Authority, NYC Municipal (NYW)","Water Finance Authority, NYC Municipal (NYW)",,,,NYC Municipal Water Finance Authority,"Water Finance Authority, NYC Municipal",,"Water Finance Authority, NYC Municipal (NYW)",Municipal Water Finance Authority,True,False,David Womack,David,,Womack,,,,
NYC_GOID_000309,MWBE Advisory Board,MWBE Advisory Board,Active,Advisory or Regulatory Organization,,https://www.nyc.gov/assets/mwbe/?page=mwbe-advisory-council,,,,,,,,,,,,,,,,,,,,,MWBE Advisory Board,False,False,,,,,,,,
NYC_GOID_000310,New York City Tourism + Conventions,"Tourism + Conventions, New York City",Active,Nonprofit Organization,,https://www.nyctourism.com/,NYC & Company,,,,,,Julie Coker,President and CEO,,,,,,,,,,,,,NYC & Company;New York City Tourism and Conventions (formerly known New York City & Company Board),False,True,Julie Coker,Julie,,Coker,,TRUE,Deputy Mayor of Housing Economic and Workforce Development,
NYC_GOID_000312,New York City Children's Cabinet,"Children's Cabinet, New York City",Active,Mayoral Office,"The NYC Children's Cabinet enables coordination and communication between government agencies and other partners that serve the City's youth. Its mission is to help align City efforts and resources towards ensuring that all of New York City's children can reach healthy, successful adulthood.",https://www.nyc.gov/site/childrenscabinet/index.page,,,,002,,2014.0,Ahsia Badi,Executive Director,https://www.nyc.gov/site/childrenscabinet/contact-us/contact-us.page,,,NYC Children's Cabinet,NYC Children's Cabinet,,Children's Cabinet,,Children's Cabinet,,,NYC Children's Cabinet,New York City Children's Cabinet,True,True,Ahsia Badi,Ahsia,,Badi,,TRUE,Deputy Mayor for Strategic Initiatives,
