RecordID,Name,NameAlphabetized,OperationalStatus,OrganizationType,Description,URL,AlternateNames,Acronym,AlternateAcronyms,BudgetCode,OpenDatasetsURL,FoundingYear,PrincipalOfficerName,PrincipalOfficerTitle,PrincipalOfficerContactURL,Notes,InstanceOf,Name - NYC.gov Agency List,Name - NYC.gov Mayor's Office,Name - NYC Open Data Portal,Name - ODA,Name - CPO,Name - WeGov,Name - Greenbook,Name - Checkbook,Name - HOO,Name - Ops,NYC.gov Agency Directory,Jan 2025 Org Chart
NYC_GOID_000279,Mayor's Office of Sports and Recreation,"Sports, Wellness, and Recreation, Mayor's Office of",Active,Mayoral Office,"The NYC Mayor's Office of Sports, Wellness & Recreation (MOSWR) manages and oversees The Mayor's Cup brand and events, and identifies innovative, practical, and quality programs that positively impact youth and communities.",https://www.nyc.gov/content/sports/pages/about-office-of-sports-wellness-and-recreation,,MOSWR,,2,,2021,Jasmine Ray,Director,https://www.nyc.gov/content/sports/pages/meet-the-director,,,"Sports, Wellness and Recreation, Mayor's Office of (MOSWR)","Sports, Wellness and Recreation, Mayor's Office of (MOSWR)",,"Mayor's Office of Sports, Wellness, and Recreation (MOSWR)","Mayor's Office of Sports, Wellness, and Recreation","Office of Sports, Wellness and Recreation",,,"Sports, Wellness and Recreation, Mayor's Office of (MOSWR)",Mayor's Office of Sports and Recreation,TRUE,TRUE
NYC_GOID_000280,Mayor's Office of Strategic Partnerships,"Strategic Partnerships, Mayor's Office of",Active,Mayoral Office,The Mayor's Office of Strategic Partnerships (OSP) serves as the central entry point for strategic partnerships across City government and aligns common goals of the private and public sector to enhance New York City's ability to serve its residents.,https://www.nyc.gov/site/partnerships/index.page,,OSP,,,,2014,Darren Bloch,Executive Director,https://www.nyc.gov/site/partnerships/contact/contact-strategic-partnerships.page,,,Mayor's Office of Strategic Partnerships (OSP),Mayor's Office of Strategic Partnerships (OSP),,,Mayor's Office of Strategic Partnerships,Office of Strategic Partnerships,,,Mayor's Office of Strategic Partnerships (OSP),Mayor's Office of Strategic Partnerships,TRUE,FALSE
NYC_GOID_000281,Mayor's Office of Talent and Workforce Development,"Talent and Workforce Development, Mayor's Office of",Active,Mayoral Office,,https://www.nyc.gov/site/wkdev/index.page,,NYC Talent,,,,2023,Abby Jo Sigal,Executive Director,https://www.nyc.gov/site/wkdev/about/contact.page,,,,,,,,,,,"Talent and Workforce Development, Mayor's Office of",Mayor's Office of Talent and Workforce Development,TRUE,TRUE
NYC_GOID_000283,Mayor's Office of Youth Employment,"Youth Employment, Mayor's Office of",Active,Mayoral Office,,https://www.nyc.gov/site/youthemployment/index.page,,MOYE,,2,,1994,,,,,,,,,Mayor's Office of Youth Employment (MOYE),Mayor's Office of Youth Employment,Office of Youth Employment,,,,Mayor's Office of Youth Employment,TRUE,FALSE
NYC_GOID_000284,Mayor's Office for People with Disabilities,"People with Disabilities, Mayor's Office for",Active,Mayoral Office,MOPD works hand-in-hand with other City agencies to assure that the voice of the disabled community is represented and that City programs and policies address the needs of people with disabilities.,https://www.nyc.gov/site/mopd/index.page,,MOPD,,2,,1973,Christina Curry,Commissioner,https://www.nyc.gov/site/mopd/about/email-the-commissioner.page,,,Mayor's Office for People with Disabilities (MOPD),Mayor's Office for People with Disabilities (MOPD),,Mayor's Office for People with Disabilities (MOPD),Mayor's Office for People with Disabilities,Office for People with Disabilities,,,Mayor's Office for People with Disabilities (MOPD),Mayor's Office for People with Disabilities,TRUE,TRUE
NYC_GOID_000286,Mayor's Office to Protect Tenants,"Protect Tenants, Mayor's Office to",Active,Mayoral Office,,https://www.nyc.gov/content/tenantprotection/pages/,,MOPT,,2,,,,,,,,,,,Mayor's Office to Protect Tenants (MOPT),Mayor's Office to Protect Tenants,Office to Protect Tenants,,,,Mayor's Office to Protect Tenants,FALSE,TRUE
NYC_GOID_000287,Mayor's Office Risk Management and Compliance,"Risk Management and Compliance, Mayor's Office of",Active,Mayoral Office,,,,RMC,,2,,2022,Jean-Claude LeBec,,,,,,,,Mayor's Office of Risk Management and Compliance (RMC),Mayor's Office of Risk Management and Compliance,Office of Risk Management and Compliance,,,,Mayor's Office Risk Management & Compliance,TRUE,TRUE
NYC_GOID_000288,Mayor's Office - Senior Advisor and Director of Public Service Engagement,Mayor's Office - Senior Advisor and Director of Public Service Engagement,Active,Mayoral Office,,,,,,,,,Andrea Shapiro Davis,,,,,,,,,,,,,Mayor's Office - Senior Advisor and Director of Public Service Engagement,,TRUE,FALSE
NYC_GOID_000290,Mayor's Office - Senior Advisor to the Mayor,Mayor's Office - Senior Advisor to the Mayor,Active,Mayoral Office,,,,,,,,,Stefan Ringel,,,,,,,,,,,,,Mayor's Office - Senior Advisor to the Mayor,,TRUE,FALSE
NYC_GOID_000291,Mayor's Office of Speechwriting,"Speechwriting, Mayor's Office of",Active,Mayoral Office,,,,,,,,,,,,,,,,,,,,,,,Mayor's Office -- Speechwriting,FALSE,TRUE
NYC_GOID_000292,Mayor's Press Office,"Press Office, Mayor's",Active,Mayoral Office,,,,,,,,,,,,,,,,,,,,,,,Mayor's Press Office,FALSE,TRUE
NYC_GOID_000293,Mayor's Public Engagement Unit,"Public Engagement Unit, Mayor's",Active,Division,"The Mayor's Public Engagement Unit (PEU) proactively connects New Yorkers to key City services, like housing and healthcare.",https://www.nyc.gov/site/mayorspeu/index.page,,PEU,,,,2015,Adrienne Lever,Director,https://www.nyc.gov/site/mayorspeu/about-peu/contact.page,,,Mayor's Public Engagement Unit (PEU),Mayor's Public Engagement Unit (PEU),,Public Engagement Unit (PEU),Mayor's Public Engagement Unit,Public Engagement Unit,,,Mayor's Public Engagement Unit (PEU),Mayor's Public Engagement Unit,TRUE,TRUE
NYC_GOID_000296,Metropolitan Transportation Authority Capital Review Board,Metropolitan Transportation Authority Capital Review Board,Active,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Metropolitan Transportation Authority Capital Review Board,FALSE,FALSE
NYC_GOID_000297,Metropolitan Transportation Sustainability Advisory Workgroup,Metropolitan Transportation Sustainability Advisory Workgroup,Dissolved,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Metropolitan Transportation Sustainability Advisory Workgroup,FALSE,FALSE
NYC_GOID_000298,Mayor's Office of the Utility Consumer Advocate,"Utility Consumer Advocate, Mayor's Office of the",Active,Mayoral Office,,https://climate.cityofnewyork.us/ask-utility-consumer-advocate/,,,,,,,,,https://climate.cityofnewyork.us/ask-utility-consumer-advocate/,,,,,,,,,,,,MO of Utility Advocate,TRUE,FALSE
NYC_GOID_000299,Moynihan Station Development Corporation,Moynihan Station Development Corporation,Dissolved,Public Benefit or Development Organization,,https://esd.ny.gov/moynihan-station-development-corporation-subsidiary,,,,,,,,,,,,,,,,,,,,,Moynihan Station Development Corporation,FALSE,FALSE
NYC_GOID_000303,Municipal Division of Transitional Services,"Division of Transitional Services, Municipal",Active,Mayoral Office,,,,,,,,2016,,,,,,,,,,,,,,,,FALSE,FALSE
NYC_GOID_000306,Mayor's Office of Municipal Services Assessment,"Municipal Services Assessment, Mayor's Office of",Active,Mayoral Office,,,,,,,,2023,,,,,,,,,,Mayor's Office of Municipal Services Assessment,,,,,Municipal Services Assessment unit,FALSE,TRUE
NYC_GOID_000307,Municipal Voting Advisory Group,Municipal Voting Advisory Group,Dissolved,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Municipal Voting Advisory Group,FALSE,FALSE
NYC_GOID_000308,Municipal Water Finance Authority,"Municipal Water Finance Authority, NYC",Active,Public Benefit or Development Organization,"The New York City Municipal Water Finance Authority provides funding through the issuance of bonds, bond anticipation notes, and other obligations to finance capital projects related to supplying and purifying the City's high-quality drinking water and maintain safe wastewater collection and treatment.",https://www.nyc.gov/site/nyw/index.page,,NYW,,,,1984,David Womack,Chief Executive Officer,https://www.nyc.gov/site/nyw/about/contact.page,,,"Water Finance Authority, NYC Municipal (NYW)","Water Finance Authority, NYC Municipal (NYW)",,,,NYC Municipal Water Finance Authority,"Water Finance Authority, NYC Municipal",,"Water Finance Authority, NYC Municipal (NYW)",Municipal Water Finance Authority,TRUE,FALSE
NYC_GOID_000309,MWBE Advisory Board,MWBE Advisory Board,Active,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,MWBE Advisory Board,FALSE,FALSE
NYC_GOID_000310,New York City Tourism + Conventions,"Tourism + Conventions, New York City",Active,Nonprofit Organization,,https://www.nyctourism.com/,NYC & Company,,,,,,Julie Coker,,,,,,,,,,,,,,NYC & Company,FALSE,TRUE
NYC_GOID_000312,New York City Children's Cabinet,"Children's Cabinet, New York City",Active,Mayoral Office,"The NYC Children's Cabinet enables coordination and communication between government agencies and other partners that serve the City's youth. Its mission is to help align City efforts and resources towards ensuring that all of New York City's children can reach healthy, successful adulthood.",https://www.nyc.gov/site/childrenscabinet/index.page,NYC & Company; NYC & Company; NYC & Company; NYC & Company; NYC & Company; NYC & Company; NYC & Company; NYC & Company; NYC & Company; NYC & Company; NYC & Company; NYC & Company; NYC & Company; NYC & Company; NYC & Company; NYC & Company; NYC & Company; NYC & Company; NYC & Company; NYC & Company; NYC & Company; NYC & Company; ; NYC & Company; ; NYC & Company; ; NYC & Company; ; NYC & Company; ; NYC & Company; ; NYC & Company;,,,,,2014,Ahsia Badi,Executive Director,https://www.nyc.gov/site/childrenscabinet/contact-us/contact-us.page,,,NYC Children's Cabinet,NYC Children's Cabinet,,Children's Cabinet,,Children's Cabinet,,,NYC Children's Cabinet,New York City Children's Cabinet,TRUE,TRUE
NYC_GOID_000314,New York City Districting Commission,"Districting Commission, New York City",Active,Advisory or Regulatory Organization,,https://www.nyc.gov/site/districting/index.page,,,,,,,,,,,,,,,,,,,Districting Commission,,New York City Districting Commission,TRUE,FALSE
NYC_GOID_000315,NYC Emergency Management,"Emergency Management, NYC",Active,Mayoral Agency,"NYC OEM plans and prepares for emergencies, educates the public about preparedness, coordinates emergency response and recovery, and collects and disseminates emergency information.",https://www.nyc.gov/site/em/index.page,Emergency Management Department; New York City Office of Emergency Management,NYCEM,OEM,17,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=NYC+Emergency+Management+%28NYCEM%29,1996,Zach Iscol,Commissioner,https://www.nyc.gov/site/em/contact/email-the-commissioner.page,,,NYC Emergency Management,NYC Emergency Management,NYC Emergency Management (NYCEM),NYC Emergency Management (NYCEM),Office of Emergency Management,Department of Emergency Management,"Emergency Management, NYC",Department of Emergency Management,NYC Emergency Management,NYC Emergency Management,TRUE,TRUE
NYC_GOID_000316,New York City Employee Retirement System,"Employees' Retirement System, New York City",Active,Pension Fund,"Founded in 1920, NYCERS has grown into the largest public retirement system within New York City serving over 330,000 active members and retirees. Membership in NYCERS is available to all New York City employees who are not eligible to participate in the New York City Teachers' Retirement System, the New York City Police Pension Fund, the New York City Fire Department Pension Fund or the New York City Board of Education Retirement System.",https://www.nycers.org/,,NYCERS,,,,1920,Melanie Whinnery,Executive Director,https://www.nyc.gov/nyc-resources/mail/nycers-email-the-executive-director.page,,,NYC Employees' Retirement System (NYCERS),NYC Employees' Retirement System (NYCERS),,NYC Employees' Retirement System (NYCERS),New York City Employees' Retirement System,Employees Retirement System,"Employees Retirement System Board of Trustees, NYC",,NYC Employee's Retirement System (NYCERS),NYC Employee Retirement System,TRUE,FALSE
NYC_GOID_000318,NYC Health + Hospitals,"Health + Hospitals, NYC",Active,Public Benefit or Development Organization,"A public health care network of hospitals, nursing homes, community health centers and a home care agency, focused on primary & preventive care for all New Yorkers regardless of ability to pay.",https://www.nychealthandhospitals.org/?redirect,,H+H,,819,,1969,Mitchell Katz,President and CEO,https://www.nychealthandhospitals.org/contact/,,,NYC Health + Hospitals,NYC Health + Hospitals,,NYC Health + Hospitals (H+H),,Health and Hospitals Corporation,"Health + Hospitals NYC, (NYC H+H)",Health and Hospitals Corporation,NYC Health + Hospital,NYC Health + Hospitals,TRUE,TRUE
NYC_GOID_000319,New York City Housing Authority,"Housing Authority, New York City",Active,Public Benefit or Development Organization,"The New York City Housing Authority (NYCHA) provides affordable housing to nearly 420,000 low- and moderate-income City residents in 345 housing developments with 180,000 apartments in the five boroughs. Through federal rent subsidies (Section 8 Leased Housing Program), the Authority assists over 87,500 families in locating and renting housing in privately owned buildings. In addition, the Authority provides social services for its residents through 112 community centers, 42 senior centers, and a variety of programs.",https://www.nyc.gov/site/nycha/index.page,,NYCHA,,,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=New+York+City+Housing+Authority+%28NYCHA%29,1934,Lisa Bova-Hiatt,Chief Executive Officer,https://www.nyc.gov/site/nycha/about/contact.page,,,"Housing Authority, New York City (NYCHA)","Housing Authority, New York City (NYCHA)",New York City Housing Authority (NYCHA),New York City Housing Authority (NYCHA),,NYC Housing Authority,"Housing Authority, NYC",,"Housing Authority, New York City (NYCHA)",NYC Housing Authority,TRUE,TRUE
NYC_GOID_000320,New York City Housing Authority Board,"Housing Authority Board, New York City",Active,Advisory or Regulatory Organization,,https://www1.nyc.gov/site/nycha/about/nycha-board.page,,,,,,,,,,,,,,,,,,,,,New York City Housing Authority Board,TRUE,FALSE
NYC_GOID_000322,New York City Municipal Insurance Company,"Municipal Insurance Company, New York City",Active,Public Benefit or Development Organization,,,,,,,,,,,,,,,,,,,,,,,New York City Municipal Insurance Company,FALSE,FALSE
NYC_GOID_000324,New York City Panel on Climate Change,"Panel on Climate Change, New York City",Active,Advisory or Regulatory Organization,,https://www1.nyc.gov/site/orr/challenges/nyc-panel-on-climate-change.page,,,,,,,,,,,,,,,,,,,,,New York City Panel on Climate Change,TRUE,FALSE
NYC_GOID_000325,New York City Public Housing Preservation Trust,"Public Housing Preservation Trust, New York City",Active,Public Benefit or Development Organization,,,,,,,,,,,,,,,,,,,,,,,New York City Public Housing Preservation Trust,FALSE,FALSE
